"utterance"	"word"	"annotation"	"source"	"secondary"	"sentence"	"type"	"ar"	"bg"	"bs"	"cs"	"da"	"de"	"el"	"en"	"es"	"et"	"fi"	"fr"	"he"	"hr"	"hu"	"id"	"it"	"ja"	"nl"	"no"	"pl"	"pt"	"ro"	"ru"	"sl"	"sr"	"sv"	"tr"	"vi"	"zh"
17656	18	"DN"	"autoDN"		"you killed that man . you do n't have to do this . yes , i do . nobody can know my secret . [ bone cracks ]"	"body"		"никой"	"nitko"		"ingen"	"niemand"	"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"personne"	"שאיש"	"nitko"	"senki"		"nessuno"	"誰"	"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никто"		"нико"	"ingen"	"kimse"	"ai"	
8677	44	"DN"	"agreement"		"there 's a ladies ' room downstairs . - where ? i 'll take her . - i can go by myself , john . i 'm not a child . hey , just do n't touch anything or wander off or talk to anybody that you should n't be talking to ."	"body"	"أحد"	"непознати"	"razgovaraš"	"nikým"	"nogen"	"leuten"		"anybody"	"nadie"	"võõrastega"	"kenellekään"		"לכל"	"smiješ"	"olyannal"	"orang"		"たり"	"iemand"	"noen"	"gadaj"	"ninguém"		"кем"	"nikomer"	"kim"	"nån"	"kimseyle"	"người lạ"	"人說"
17932	6	"DN"	"autoDN"		"my father once told me -- nobody cares what your father once told you ."	"body"	"أحد"	"никой"	"-nikoga"			"niemanden"	"κανέναν"	"nobody"	"nadie"	"kedagi"	"kukaan"		"לאף"	"nikoga"	"senkit"	"tak ada"	"nessuno"	"など"	"niemand"	"ingen"	"nikogo"	"ninguém"	"nimeni"	"никому"	"–nikogar"	"nikoga"	"ingen"	"kimsenin"	"chả ai"	"没人"
18083	0	"NS"	"agreement"		"somebody 's got ta tell him ."	"body"	"يتحتم"	"някой"	"neko"	"někdo"	"nogen"	"jemand"	"κάποιος"	"somebody"	"alguien"	"keegi"	"jonkun"	"quelqu'un"	".מישהו"	"netko"	"valakinek"	"seseorang"	"qualcuno"	"教え"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"неко"	"nån"			
18085	0	"DN"	"autoDN"		"nobody wants to be alone . except maybe you . i 'm not alone . i have friends , remember ?"	"body"	"أحد"	"никой"	"niko"	"nikdo"	"ingen"	"keiner"	"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"personne"	".אף"	"nitko"	"senki"	"tak seorangpun"	"nessuno"	"ひとり"	"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никто"	"nihče"	"нико"	"ingen"	"kimse"		
18285	6	"NS"	"agreement"		"okay . are you okay ? somebody call 911 ! i 'm okay . nothing to see . got to go ! hey !"	"body"	"أحدكم"		"-zovite"	"někdo"		"brauchen"	"κάποιος"	"somebody"	"-¿se"	"helistage"	"-soittakaa"		"מישהו"	"-zovite"	"-hívják"	"seseorang"	"chiamate"	"か"	"-bel"	"noen"	"wezwijcie"	"alguém"	"cineva"	"вызовите"	"-pokličite"	"-зовите"	"nån"	"biri"		"找人"
18337	11	"DN"	"autoDN"		"close it up . all right . lock it up . nobody gets through to the commonwealth building . nobody ! ( grunting )"	"body"	"أحد"	"никой"		"nikdo"	"ingen"	"keiner"	"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"personne"	"אף"	"nitko"		"sesiapa"	"nessuno"	"誰"	"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никого"	"nihče"	"нико"	"ingen"	"kimse"	"ai"	"没"
18553	0	"NS"	"agreement"		"somebody has got ta have some answers around here ."	"body"	"أحدهم"	"някой"	"netko"	"někdo"	"nogen"	"jemand"	"κάποιος"	"somebody"	"alguien"	"kellelgi"	"jonkun"	"quelqu'un"	".למישהו"	"netko"	"valaki"	"seseorang"			"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"neko"	"nån"	"birinin"	"ai"	"有人"
25477	11	"SP"	"agreement"		"can you see me ? no , but i can tell somebody 's there ."	"body"	"شخص"		"nekoga"	"někdo"	"skimte"	"jemand"	"διακρίνω"	"somebody"	"alguien"	"keegi"	"joku"	"sentir"	"מישהו"	"nekoga"	"valaki"	"ada seseorang"	"qualcuno"	"誰 か"		"noe"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"nekoga"	"nån"		"ai"	"有人"
19405	13	"DN"	"agreement"		"we 've been together since before africa . i wo n't fight with anybody else . me , neither ."	"body"		"отишъл"	"nekim"	"nešel"		"keinem"	"κανέναν"	"anybody"	"nadie"	"kellegi"	"kenenkään"	"qu'avec"	"אף אחד"	"z"	"harcolnék"	"orang"			"iemand"	"noen"	"nikim"	"ninguém"	"nimeni"		"nikomer"	"kim"	"nån"	"kimsenin"	"ai"	"想和别"
20314	16	"DN"	"autoDN"		"- you were on watch on the landing , huh ? - yeah . ca n't nobody get in or out of their room in that corridor without me seeing . okay , rachel solando , who else does she have to pass to get down here ?"	"body"	"أحد"	"никой"	"uđe"	"nemohl"	"ingen"		"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"nul"		"nitko"	"senki"	"ada"	"nessuno"		"niemand kon"	"lngen"	"nikt"	"ninguém"	"nimeni"	"никто"	"nihče"	"niko"	"ingen"	"kimse"	"ai"	"走廊"
20849	3	"NS"	"agreement"		"kill him ! somebody kill him !"	"body"	"اقتلوه،"	"някой"	"neko"				"κάποιος"	"somebody"	"¡alguien"	"keegi"	"joku"	"quelqu'un"	"שמישהו"	"netko"	"valaki"	"siapapun"	"qualcuno"	"誰 か"	"iemand"	"annen"		"none"	"cineva"	"кто-нибудь"		"netko"	"nån"	"birisi"	"bay"	"谁来"
21225	19	"DN"	"autoDN"		"– well , as much as we 'd all enjoy seeing ' somethin ' like that , ai n't nobody gon na cheat the hangman in my town ."	"body"		"никой"	"niko"		"ingen"	"keiner"	"κανείς"	"nobody"	"nadie"	"kellelgi"	"ketään"	"personne"	"אף"	"nitko"	"senki"	"tak"	"nessuno"		"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никто"		"niko"	"ingen"		"ai"	"谁也"
21333	16	"DN"	"agreement"		"why you care if i find my wife ? – frankly ... i 've never given anybody their freedom before . and now that i have , i feel vaguely responsible for you ."	"body"	"أحد"	"някому"	"nikome"		"nogen"	"jemanden"		"anybody"	"nadie"	"kellelegi"	"ketään"	"quelqu'un"		"nikome"	"senki"		"nessuno"	"と―"	"vrijlaat"	"noen"	"nikomu"	"ninguém"	"nimănui"	"даровал"	"nikomur"		"nån"	"kimseye"	"ai"	"何"
21407	20	"NS"	"agreement"		"hoot ! git back upon your horse . hoot : he broke my collarbone ! – for god sake , somebody please help hoot here back up on his goddamn horse ."	"body"	"أحدكم"	"някой"	"neko"		"nogen"	"kann"	"κάποιος"	"somebody"	"alguien"	"keegi"	"auttakaa"	"qu'on"	"שמישהו"	"netko"	"valaki"	"seseorang"	"qualcuno"	"誰 か"	"iemand"		"może"	"alguém"	"ajute cineva"	"кто-нибудь"		"neko"		"biri"	"ai"	
21467	34	"DN"	"autoDN"		"– dr. schultz , i will have you know , there is no one in the nigger fight game that appreciates the value of showmanship more than monsieur calvin j. candie . steven : nobody . – but one must not forget the most important thing in the nigger fight game . and that is a nigger that can win fights ."	"body"	"أحد"		"niko"		"ingen"	"niemand"	"κανείς"	"nobody"	"nadie"	"keegi"	"ketään"	"personne"	"אף"	"nikoga"	"senki"	"tak"	"nessuno"	"誰"	"niemand"		"nikt"	"ninguém"	"nimeni"	"никого"	"ni"	"niko"		"kimse"	"ai"	"没人"
21719	2	"SP"	"agreement"		"well , somebody got hold of the phone and apparently as a joke , personalised their text alert noise ."	"body"	"شخص"	"някой"	"neko"		"nogen"	"jemand"	"κάποιος"	"somebody"	"alguien"	"keegi"	"joku"	"quelqu'un"	"מישהו"	"netko"	"valaki"	"ada"	"qualcuno"	"誰 か"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"-nekdo"	"neko"	"nån"	"biri"	"ai"	"有人"
22084	7	"DN"	"autoDN"		"did i hurt anybody ? there 's nobody around here to get hurt ."	"body"	"أحد"		"nikoga"		"ingen"	"breit"	"καvείς"	"nobody"	"nadie"	"kedagi"	"ketään"	"personne"	"אף"	"nikoga"	"senki"		"nessuno"		"-wie"	"ingen"	"nikogo"	"ninguém"	"nimeni"	"некого"	"nikogar"	"nikoga"		"kimse"	"ai"	"没"
22106	7	"DN"	"autoDN"		"what just happened ? please tell me nobody kissed me ."	"body"	"أحد"	"никой"	"niko"		"ingen"	"bloß"	"καvείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"qu'aucun"	".שאף"	"nitko"		"tak ada"	"nessuno"	"誰"	"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никто"	"ni nihče"	"niko"				"有人"
22274	2	"QU"	"agreement"		"anyone ? anybody ?"	"body"	"كان؟"	"някой"	"iko"	"někdo"	"nogen"	"irgendjemand"	"κανείς"	"anybody"		"ükskõik"		"n'importe"	"מישהו"		"bárki"	"siapapun"	"nessuno"		"iemand"	"helst"	"kto"	"alguém"	"recepţionează cineva"	"кто-то"	"kdorkoli"	"ико"	"helst"	"duyan"	"ai"	
22374	2	"NS"	"agreement"		"i need somebody strong ."	"body"	"لرجل"	"някой"	"neko"	"někoho"	"en"	"jemanden"	"έναν"	"somebody"	"alguien"	"kedagi"	"jonkun"	"type"	"מישהו"	"nekog"	"erősebb"	"orang"	"qualcuno"	"タフ"		"en"	"ktoś"	"alguém"	"om"	"крепкий"	"močnega"	"neko"	"nån"	"biri"	"người khoẻ"	"強壯"
22437	1	"CD"	"agreement"		"if anybody does n't like it , if anybody wants off , if anybody does n't like this route between salalah , djibouti and mombasa , come to my office and sign the paperwork per the union , and you 'll be on the first flight home out of mombasa ."	"body"	"أحد"	"някого"	"nekome"	"někomu"	"nogen"			"anybody"	"alguien"	"kellelegi"	"joku"	"débarquer"	"מישהו"	"komu"	"valakinek"	"ada"	"qualcuno"	"下船"	"iemand"	"noen"	"ktoś"	"alguém"	"coboare"	"кто-то"	"kdo"	"nekome"	"nån"	"isteyen"	"ai"	"有人"
22437	1	"CD"	"agreement"		"if anybody does n't like it , if anybody wants off , if anybody does n't like this route between salalah , djibouti and mombasa , come to my office and sign the paperwork per the union , and you 'll be on the first flight home out of mombasa ."	"body"	"أحد"		"neko"	"někdo"		"bord"		"anybody"	"bajar"	"kellelegi"	"joku"	"débarquer"	"מישהו"	"iskrcati"	"valaki"	"ada"	"qualcuno"		"aanstaat"	"noen"	"ktoś"	"alguém"	"coboare"	"кому-то"	"kdo"		"nån"	"isteyen"	"ai"	"有人"
22455	4	"UF"	"corrected"	"IQ;PRED"	"you think you 're somebody ?"	"body"	"نفسك؟"	"важен"	"neko"	"někdo"	"noget"	"besonderes"	"κάποιος"	"somebody"	"alguien"	"keegi"	"joku"	"qui"	"מישהו"	"netko"	"pótolhatatlan"	"siapa"	"qualcuno"	"臆病"	"iemand"	"noe"	"ważny"	"alguém"	"cineva"	"возомнил"	"koga"		"nåt"	"halt"	"giỏi"	"個人"
22504	4	"DN"	"autoDN"		"captain . relax . nobody get hurt ."	"body"	"أحد"	"никой"	"niko"	"nikomu"	"ingen"	"niemand"	"κανείς"	"nobody"	"nadie"	"keegi"	"ketään"	"bobo"	"אף"	"nitko"	"senkit"	"ada"	"nessuno"	"誰"	"niemand"	"ingen"	"nikomu"	"ninguém"	"nimeni"	"никто"	"nikomur"	"niko"	"ingen"		"ai"	"沒 有人"
22521	19	"NS"	"agreement"		"every crew , one minute , i will kill someone . one minute . another minute , i kill somebody ."	"body"	"شخص"		"nekoga"	"někoho"	"en"	"jemanden"	"κάποιον"	"somebody"	"alguien"	"järgmise"	"jonkun"	"quelqu'un"	"מישהו"	"nekoga"	"valakit"		"qualcuno"	"誰 か"	"iemand"		"następnego"		"cineva"	"снова"	"ubijal"	"nekog"	"nån"	"birini"	"người"	"個人"
22563	12	"IN"	"agreement"		"hey . wait . aah ! you 're not gon na find anybody . do n't talk . go ."	"body"	"أحد"	"никого"	"nikoga"	"nenajdete"	"dem"	"niemanden"	"κανέναν"	"anybody"	"nadie"	"kedagi"	"ketään"	"personne"	"אף אחד"	"nikoga"	"senkit"	"siapa-siapa"	"nessuno"		"niemand"	"ingen"	"nikogo"	"ninguém"		"никого"	"nikogar"	"nikoga"		"kimseyi bulamazsın"	"ai"	"何"
22749	6	"DN"	"autoDN"		"i take ship ... ransom ... nobody get hurt . you had $ 30,000 and a way to somalia ."	"body"	"أحد"	"няма"	"niko"	"nikomu"	"ingen"	"keinem"	"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"bobo"	"אף"	"nitko"	"senki"	"ada"	"nessuno"		"niemand"	"ingen"	"nikomu"	"ninguém"	"nimeni"	"остаются"		"niko"	"ingen"	"kimse"	"ai"	"沒 有人"
22910	23	"DN"	"autoDN"		"we will , of course , have more information as we get it , but it is the sight and sound of f1 nobody likes to see ."	"body"			"ni"	"nikdo"			"κανείς"	"nobody"	"nadie"	"keegi"	"kukaan"	"personne"	"שאיש"	"nitko"	"senki"	"dilihat"	"nessuno"	"誰"	"niemand"	"ingen"	"nikt"	"ninguém"	"nimeni"	"никто"	"nihče"	"ni"	"ingen"	"kimsenin"	"ai"	
23572	0	"CD"	"agreement"		"anybody asks for me , tell them they can find me , right here ."	"body"		"някой"	"neko"	"někdo"	"anybody"	"falls"	"κάποιος"	"anybody"	"alguien"	"keegi"		"quelqu'un"	"מישהו"	"netko"	"bárki"	"ada"	"qualcuno"	"誰"	"iemand"	"noen"	"ktoś"	"alguém"	"cineva"	"будут"	"kdo"	"неко"	"någon"	"biri"	"ai"	"有人"
23624	0	"QU"	"agreement"		"anybody hurt ? we 're all right ."	"body"	"تأذى"	"имали"	"ozlijeden"	"někdo"	"kommet"	"jemand"		"anybody"	"¿alguien"	"keegi"	"loukkaantuiko kukaan"	"blessés"	"מישהו"	"netko"	"-valaki"	"ada"	"qualcuno"	"誰"	"iemand"	"-er noen"	"ktoś"	"alguém"	"cineva"	"никто"	"kdo"	"neko"	"-är nån"	"yaralanan"	"ai"	"有人"
23779	17	"DN"	"agreement"		"this is my tree house . you 're not allowed in here . i 'm not hurting anybody ."	"body"	"أحد"	"никого"	"nikome"	"nikomu"	"nogen"	"niemandem"	"κανέναν"	"anybody"	"nadie"	"kellelegi"	"kenellekään"	"personne"	"אחד"	"nikome"	"ártok"	"siapapun"	"mosca"	"誰"		"ingen"	"nikomu"	"ninguém"	"nimeni"	"никого"	"nikomur"	"nikog"		"kimseye"	"ai"	"任 何"
23807	7	"SP"	"agreement"		"can you tell us what happened ? somebody sent me a children 's book ."	"body"	"‫شخصٌ"	"някой"	"neko"	"někdo"	"nogen"	"kinderbuch"	"κάποιος"	"somebody"	"alguien"	"keegi"	"joku"	"m'a"	".מישהו"	"-netko"	"valaki"	"seseorang"	"qualcuno"	"送りつけ"		"noen"	"ktoś"	"alguém"	"cineva"	"кто-то"	"nekdo"	"neko"	"någon"	"biri"	"có ai"	"有人"
24842	0	"DN"	"autoDN"		"nobody move !"	"body"		"никой"	"niko"	"nikdo"	"rør"	"keine"	"ακίνητοι"	"nobody"	"nadie"	"jääge"	"aloillanne"	"personne"		"mičite"	"mozduljanak"	"jangan"	"nessuno"	"動"	"beweging"		"ruszać"	"ninguém"	"nimeni"	"не"	"ganite"	"нико"	"ingen"	"kimse kımıldamasın"	"ai"	"大家"
25405	4	"DN"	"agreement"		"we would never eat anybody , would we ?"	"body"	"إطلاقاً"	"изяли"	"nekog"	"nesnědli"	"nogen"	"jemanden"	"κανέναν"	"anybody"	"nadie"	"kedagi"	"ketään"	"personne"	"מישהו"	"nekog"	"embert"	"siapapun"	"nessuno"	"誰"	"iemand"	"noen"		"ninguém"	"nimeni"		"nikogar pojedla"	"pojeli"	"någon"	"kimseyi yemeyeceğiz"	"thịt người"	"是吗"
25535	22	"DN"	"agreement"		"who else is here ? - you piece of shit ! - why are you following us ? we were n't following anybody ."	"body"	"أحداً"	"никого"	"nikoga"	"nikoho"	"nogen"	"niemandem"	"κανέναν"	"anybody"	"nadie"	"kedagi"	"ketään"	"personne"	"אף אחד"	"nikoga"	"senkit"	"siapapun"	"nessuno"	"誰"	"niemand"	"noen"	"nikim"	"ninguém"	"nimeni"	"кем"	"nikomur"	"nikoga"	"nån"	"kimseyi"	"ai cả"	"何"
5815	0	"NS"	"agreement"		"someday , i 'll come get it ."	"day"	"وآخذه"	"ден"	"jednog"	"jednoho"	"dag"	"tages"	"θα΄ρθω"	"someday"	"algún"	"ühel päeval"	"jonakin"	"jour"	".יום"	"jednog"	"nap érte"	"suatu"			"eens"	"dag"	"kiedyś"	"dia"	"într-o zi"	"однажды"	"nekega dne"	"једног"	"dag"	"gün almaya gelirim"	"ngày"	"有一 天"
6926	0	"NS"	"agreement"		"someday i want to love someone that much . and so you shall , my darling . so you shall ."	"day"	"يوماً"	"ден"	"-i"	"jednou"	"dag"		"κάποια"	"someday"	"algún"	"ühel päeval"	"minäkin"	"jour"	"מן הימים"	"jednoga"	"nap"	"suatu"	"giorno"		"ooit"	"dag"	"kiedyś"	"dia"	"într-o zi"	"когда-нибудь"	"nekega dne"		"dag"		"sau"	"以后"
9860	0	"NS"	"agreement"		"someday , you know , i 'll live there . in the castle ."	"day"	"سأعيش"	"ден"	"jednog"	"jednou"	"skønne"	"tages"	"μέρα"	"someday"		"ükspäev"	"jonain"	"jour"	"מן הימים"	"jednog"	"napon"	"suatu"	"giorno"		"eens"	"dag"		"dia"		"когда-нибудь"	"nekoč"	"jednog dana"	"vacker dag"	"gün"	"ngày"	"有一 天"
13282	10	"NS"	"agreement"		"how about kids . you want kids ? yeah , someday . my mom says i have a nose for picking the wrong men ."	"day"	"يوما"	"ден"	"jednog"	"jednou"	"skønne"	"irgendwann"	"μέρα"	"someday"	"algún"		"jokin"	"jour"	"יום"	"jednog"	"gyerekekkel"	"suatu"	"poi"	"いつ かね"	"ooit"	"dag"	"kiedyś"	"dia"	"cândva"	"когда-нибудь"	"nekoč"	"-jednog dana"	"nån gång"	"gün"	"ngày"	"有一 天吧"
351	2	"QU"	"agreement"		"will i ever see them again ?"	"time"	"سأراهم"		"ikada"		"nogensinde"	"jemals"	"ποτέ"	"ever"	"¿alguna"	"kunagi"			"אי פעם"	"ikada"	"valaha"	"bisa"	"mai"	"二"	"ooit"	"noen gang"	"kiedyś"	"vê-las-ei"	"mai"	"сужденo"	"kdaj"	"ikada"	"återse"	"görebilecek"	"có bao giờ"	"再"
13286	1	"QU"	"agreement"		"you ever think about what happens when there 's a real person on the end of that gun ?"	"time"	"فكرت"	"мислил"	"razmišljaš"	"někdy"		"je"		"ever"	"¿has"			"parfois"	"אי פעם"	"ikad"	"arra"	"pernah"	"mai"	"招集"	"weleens"		"czasem"	"já"	"vreodată"	"думал"	"kdaj"	"razmišljaš"	"blir"	"hiç"	"có bao giờ"	"否想 过"
1674	19	"DN"	"agreement"		"reload ! i 'll take care of this . but the ultimate prize is the dragon no one 's ever seen . - we call it the ... - night fury ! get down !"	"time"	"يره"		"nije"	"nikdy"	"har"	"nie"	"ποτέ"	"ever"	"ha"	"keda"	"ole"	"jamais"	"מעולם"	"nije"		"pernah"	"mai"	"た こと"	"ooit"	"har"	"nigdy"	"nunca"		"никто"	"še nihče"	"nije"	"har"	"hiç"	"nhìn"	"见过"
1676	3	"DN"	"agreement"		"no one has ever killed a night fury . that 's why i 'm going to be the first ."	"time"	"أبداً"	"никога"	"nikada"	"nikdy"	"nogensinde"	"je"	"ποτέ"	"ever"	"nunca"	"keegi"	"ole"	"jamais"		"nikada"	"soha"	"pernah"	"mai"	"た こと"	"ooit"	"har"	"nigdy"			"никогда"	"doslej"	"nikad nije"	"nånsin"	"dek"	"từng"	"猎杀 过"
1701	2	"QU"	"agreement"		"do you ever bathe ?"	"time"		"никога"	"ikada"	"někdy"	"nogensinde"	"mal"	"ποτέ"	"ever"	"¿nunca"	"kunagi"	"koskaan"	"jamais"		"ikada"	"valaha"	"pernah"	"mai"		"ooit"	"noen gang"	"ogóle"	"nunca"	"vreodatã"	"вообще"	"kdaj"	"ikada"	"nånsin"	"hiç"	"bao giờ"	"过"
360	2	"QU"	"agreement"		"have you ever seen anything like that before ?"	"time"		"някога"	"ikad"		"nogensinde"	"jemals"		"ever"	"¿alguna"	"kunagi"	"koskaan"	"jamais"	"מימיך"	"ikad"	"valaha"	"pernahkah"	"mai"		"ooit"	"noen gang"	"kiedyś"	"vez"	"mai"	"кoгдa-нибудь"	"kdaj"	"ikada"	"nånsin"	"ömründe"	"từng bao giờ"	"过"
19552	3	"OT"	"excluded"		"best job i ever had . best fucking job ."	"time"	"حضينا"	"която"	"ikada"		"nogensinde"	"je"	"ποτέ"	"ever"	"he"		"ikinä"	"j'aie"	"פעם"	"ikada"	"sose"	"pernah"	"mai"	"まで"	"ooit"	"noen gang har"	"jaką"	"já"	"vreodată"	"жизни"	"življenju"	"ikada"	"nånsin"	"yaptığım"	"nhất đời"	
7069	25	"CO"	"agreement"		"i only meant that to go out of your way to endanger yourself -- this is becoming one of the most boring conversations i 've ever had ."	"time"	"حياتي"	"водил"	"ikada"	"kdy"		"je"	"ποτέ"	"ever"	"he"	"elu"		"jamais"	"פעם"	"ikada"		"yang"	"mai"	"まで"	"ooit"	"noensinne"	"życiu"	"já"	"care"			"ikada"	"nånsin"	"yaptığım"	"từng"	"辈子"
7463	14	"CO"	"error"		"no , you 're just gon na light the biggest fire the north has ever seen to let them know you 're coming . you know nothing , jon snow ."	"time"		"някога"	"ikada"	"kdy"		"je"		"ever"	"haya"	"iial"	"nähnyt"	"jamais"	"אי פעם"	"ikada"	"valaha"	"pernah"	"mai"	"た 事"	"ooit"	"har"	"poinformować"	"já"	"care l-a"	"когда-либо"		"ikada"	"har"	"en"	"từng"	"所 未"
7616	3	"DN"	"error"		"have n't you ever wondered where your strength came from ? your talent for fighting ?"	"time"			"ikada"	"někdy"	"aldrig"	"nie"	"ποτέ"	"ever"		"kunagi"	"ole"		"אי פעם"	"nikada"	"még"	"pernah"	"mai"	"た こと"	"ooit"	"aldri"	"kiedyś"	"nunca"	"te-ai"	"думал"	"nikoli"	"ikada"	"aldrig"	"hiçbir"	"bao giờ"	
8206	9	"DN"	"agreement"		"we 're never gon na be the same . ever ."	"time"		"никога"	"nikad"	"nikdy"	"nogensinde"	"nie"	"ποτέ"	"ever"	"nunca"		"koskaan"	"jamais"	".לעולם"	"nikada"	"soha"	"pernah"	"mai"		"nooit"	"noengang"		"nunca"	"vreodata"	"никогда"	"nikoli"	"nikada"	"någonsin"	"asla"	"bao giờ"	"会了"
9189	1	"QU"	"agreement"	"Q2"	"you ever shoot a gun , son ? i had a bb gun once . my mom took it away . well , you 're gon na learn from the best ."	"time"	"أطلقتَ"	"някога"		"někdy"	"nogensinde"	"je"	"ποτέ"	"ever"	"¿alguna"			"déjà"	"אי פעם"	"ikad"		"pernah"	"mai"	"た こと"	"ooit"	"noengang"	"kiedyś"	"alguma vez"	"vreodată"	"когда-нибудь"	"kdaj"	"ikad"		"hiç"	"có từng"	"最好"
10030	17	"DN"	"error"		"anything to get out of combat duty tomorrow . but that 's not gon na happen . ever . private cage ."	"time"	"انظروا،"	"никога"	"nikada"	"nikdy"		"niemals"	"τίποτε"	"ever"	"jamás"	"iialgi"	"taatusti"	"jamais"		"nikada"	"soha"	"pernah"	"mai"		"nooit"		"nigdy"	"nunca"	"uită"	"никогда"	"nikoli"	"никада"	"blir"	"asla"	"bao giờ"	
